rank	human_gene_symbol	composite_score	score_mouse_csf	score_human_csf	score_ev	score_brain	score_autophagy	penalties	n_mouse_csf_datasets	mouse_csf_best_tier	d11_tier	d12_validated	d10_detected	d6_brain_detected	d9_isf_detected	ev_present	in_r1	r1_category	r1_tier	is_ambiguous_group	orthology_ambiguous	likely_plasma_derived	feasibility_tier	n_conserved_proteotypic	n_proteotypic_human	n_proteotypic_mouse	module_id	is_hub	module_connectivity	inclusion_count
7615	HOMER2	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7614	RPGR	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7613	NAA80	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7612	CRY2	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7627	CTNNBIP1	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7628	DOK7	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7629	IGLV1-51	0.1	0.0	1.0	0.0	0.0	0.0	-0.2	0	absent	A	True	False	False	False	False	False			False	False	True					68.0	False	0.0	0
7638	SLC15A2	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7644	IGHV3-38-3	0.1	0.0	1.0	0.0	0.0	0.0	-0.2	0	absent	A	True	False	False	False	False	False			False	False	True					86.0	False	0.0	0
7643	GFOD1	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7642	IGHV4-38-2	0.1	0.0	1.0	0.0	0.0	0.0	-0.2	0	absent	A	True	False	False	False	False	False			False	False	True					76.0	False	0.3954480439584317	0
7641	IGHV1-8	0.1	0.0	1.0	0.0	0.0	0.0	-0.2	0	absent	A	True	False	False	False	False	False			False	False	True					70.0	False	0.4472056731134076	0
7640	FOXJ2	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7639	FMO5	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7637	CHRM2	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7630	IGHV3-30-3	0.1	0.0	1.0	0.0	0.0	0.0	-0.2	0	absent	A	True	False	False	False	False	False			False	False	True					76.0	False	0.3829794301571339	0
7636	MKRN2	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7635	IGKV3-11	0.1	0.0	1.0	0.0	0.0	0.0	-0.2	0	absent	A	True	False	False	False	False	False			False	False	True					76.0	False	0.5313139904286736	0
7634	IGLV7-43	0.1	0.0	1.0	0.0	0.0	0.0	-0.2	0	absent	A	True	False	False	False	False	False			False	False	True					65.0	False	0.0	0
7633	NRSN1	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7632	CA7	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7631	GRM1	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7611	POLK	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7610	TFPT	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7609	NEU3	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7583	CDK5R1	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7589	RGS20	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7588	ICA1L	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7587	CLCN2	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7586	KCNIP3	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7585	LIMS2	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7584	BCAR3	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7582	ALG11	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7591	CA5B	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7581	KIF21B	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7580	ARL10	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7579	SLC25A33	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7578	NOL9	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7577	AMFR	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7576	TBL1X	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7590	RGS17	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7592	FBXW5	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7608	NEU2	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7601	GPAA1	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7607	ILRUN	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7606	NKAIN4	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7605	MAP9	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7604	CALCRL	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7603	TMUB1	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7602	FAM89B	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7600	NEK3	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7593	RND2	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7599	SALL2	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7598	TMEM88B	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7597	BCL11A	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7596	DDX25	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7595	DNAJB12	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7594	PNCK	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7645	INPP5D	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7646	HMGCS2	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7647	NEK6	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7692	VAMP5	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7698	PAQR4	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7697	TAMALIN	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7696	RPRM	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7695	KCNIP2	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7694	PRICKLE1	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7693	DNAJB14	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7691	MRPL40	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7700	HTATIP2	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7690	CACNG7	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7689	CPNE7	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7688	PLPP4	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7687	SLC22A4	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7686	THAP11	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7685	TMEM47	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7699	GRID2IP	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7701	RPUSD3	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7683	GDPD2	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7710	DGAT1	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7716	EIF4ENIF1	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7715	SOX10	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7714	DRP2	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7713	STMN4	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7712	DACT3	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7711	KCNJ16	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7709	TACC2	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7702	BSCL2	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7708	FGF12	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7707	RPS6KA4	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7706	SSBP4	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7705	YDJC	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7704	KCNC2	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7703	PPP1R17	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7684	SOS2	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7682	IGHV4-39	0.1	0.0	1.0	0.0	0.0	0.0	-0.2	0	absent	A	True	False	False	False	False	False			False	False	True								0
7648	CABLES1	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7656	IGHV4-59	0.1	0.0	1.0	0.0	0.0	0.0	-0.2	0	absent	A	True	False	False	False	False	False			False	False	True								0
7662	IGLV2-11	0.1	0.0	1.0	0.0	0.0	0.0	-0.2	0	absent	A	True	False	False	False	False	False			False	False	True					299.0	True	0.5384420447014225	0
7661	IGLV2-23	0.1	0.0	1.0	0.0	0.0	0.0	-0.2	0	absent	A	True	False	False	False	False	False			False	False	True					299.0	False	0.4147149937464685	0
7660	IGLV2-14	0.1	0.0	1.0	0.0	0.0	0.0	-0.2	0	absent	A	False	False	False	False	False	False			False	False	True								0
7659	IGLV1-40	0.1	0.0	1.0	0.0	0.0	0.0	-0.2	0	absent	A	True	False	False	False	False	False			False	False	True					76.0	False	0.3724929641544158	0
7658	IGLV6-57	0.1	0.0	1.0	0.0	0.0	0.0	-0.2	0	absent	A	True	False	False	False	False	False			False	False	True					71.0	False	0.340611074236394	0
7657	CACNA1C	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7655	IGHE	0.1	0.0	1.0	0.0	0.0	0.0	-0.2	0	absent	A	True	False	False	False	False	False			False	False	True								0
7664	IGLV2-8	0.1	0.0	1.0	0.0	0.0	0.0	-0.2	0	absent	A	True	False	False	False	False	False			False	False	True					299.0	False	0.4980501035020026	0
7654	THRA	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7653	GRIN2C	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7652	KRT13	0.1	0.0	1.0	0.0	0.0	0.0	-0.2	0	absent	A	True	False	False	False	False	False			False	False	True					569.0	False	0.3094233521201469	0
7651	S100A5	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7650	GABPB1	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7649	CAPN10	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7663	RIMS2	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7665	KCNH7	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7681	IGHV3-9	0.1	0.0	1.0	0.0	0.0	0.0	-0.2	0	absent	A	True	False	False	False	False	False			False	False	True					298.0	False	0.4913732282427991	0
7674	IGHV3-48	0.1	0.0	1.0	0.0	0.0	0.0	-0.2	0	absent	A	True	False	False	False	False	False			False	False	True								0
7680	IGHV3-33	0.1	0.0	1.0	0.0	0.0	0.0	-0.2	0	absent	A	True	False	False	False	False	False			False	False	True					71.0	False	0.3747986664666751	0
7679	MAPK8IP2	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7678	IGHV3-53	0.1	0.0	1.0	0.0	0.0	0.0	-0.2	0	absent	A	True	False	False	False	False	False			False	False	True								0
7677	IGHV3-13	0.1	0.0	1.0	0.0	0.0	0.0	-0.2	0	absent	A	True	False	False	False	False	False			False	False	True					298.0	False	0.4266848301263109	0
7676	NGB	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7675	DENND11	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7673	SLC22A23	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7666	OSBPL5	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7672	IGHV1-46	0.1	0.0	1.0	0.0	0.0	0.0	-0.2	0	absent	A	True	False	False	False	False	False			False	False	True					550.0	False	0.3120440217656791	0
7671	MTUS2	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7670	KCNAB1	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7669	IGLV3-25	0.1	0.0	1.0	0.0	0.0	0.0	-0.2	0	absent	A	True	False	False	False	False	False			False	False	True					76.0	False	0.3929722545303802	0
7668	IGLV3-1	0.1	0.0	1.0	0.0	0.0	0.0	-0.2	0	absent	A	True	False	False	False	False	False			False	False	True					76.0	False	0.4147703096787788	0
7667	IGLV3-19	0.1	0.0	1.0	0.0	0.0	0.0	-0.2	0	absent	A	True	False	False	False	False	False			False	False	True					76.0	False	0.4739724464044634	0
7575	TRIM44	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7573	PORCN	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7718	ZCCHC17	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7572	EPB41L4B	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7481	IGHV4-28	0.1	0.0	1.0	0.0	0.0	0.0	-0.2	0	absent	A	True	False	False	False	False	False			False	False	True					585.0	False	0.0	0
7480	IGHV3-16	0.1	0.0	1.0	0.0	0.0	0.0	-0.2	0	absent	A	True	False	False	False	False	False			False	False	True								0
7479	PLLP	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7478	IGKV3D-20	0.1	0.0	1.0	0.0	0.0	0.0	-0.2	0	absent	A	True	False	False	False	False	False			False	False	True					76.0	False	0.4578070742871026	0
7477	C17orf49	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7476	IGLV9-49	0.1	0.0	1.0	0.0	0.0	0.0	-0.2	0	absent	A	True	False	False	False	False	False			False	False	True					67.0	False	0.0	0
7475	STARD5	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7474	IGHV3-43	0.1	0.0	1.0	0.0	0.0	0.0	-0.2	0	absent	A	True	False	False	False	False	False			False	False	True					298.0	False	0.3661619176487786	0
7473	PCMTD1	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7472	IGHV6-1	0.1	0.0	1.0	0.0	0.0	0.0	-0.2	0	absent	A	True	False	False	False	False	False			False	False	True					76.0	False	0.4244582553611296	0
7471	IGHV1-24	0.1	0.0	1.0	0.0	0.0	0.0	-0.2	0	absent	A	True	False	False	False	False	False			False	False	True					76.0	False	0.3498487966982726	0
7470	CPNE8	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7469	SMPX	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7468	ANKRD27	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7467	CYP2S1	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7482	FAXC	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7483	ELOF1	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7484	IGHV1-58	0.1	0.0	1.0	0.0	0.0	0.0	-0.2	0	absent	A	True	False	False	False	False	False			False	False	True								0
7493	IGHV1-45	0.1	0.0	1.0	0.0	0.0	0.0	-0.2	0	absent	A	True	False	False	False	False	False			False	False	True					75.0	False	0.34126267728094	0
7499	IGLV4-69	0.1	0.0	1.0	0.0	0.0	0.0	-0.2	0	absent	A	True	False	False	False	False	False			False	False	True								0
7498	IGKV3-7	0.1	0.0	1.0	0.0	0.0	0.0	-0.2	0	absent	A	True	False	False	False	False	False			False	False	True					76.0	True	0.5472332193047412	0
7497	CNEP1R1	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7496	MRPS15	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7495	METTL15	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7494	NACC2	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0	absent	absent	False	False	True	False	False	False			False	False	False								0
7492	IGKJ1	0.1	0.0	1.0	0.0	0.0	0.0	-0.2	0	absent	A	True	False	False	False	False	False			False	False	True					76.0	False	0.4641908006697316	0
7485	IGHV1-69-2	0.1	0.0	1.0	0.0	0.0	0.0	-0.2	0	absent	A	True	False	False	False	False	False			False	False	True					92.0	False	0.0	0
